"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
1001268,"Fedora","ocaml-mlgmpidl","Alan Dunn","CLOSED","ERRATA","ocaml-mlgmpidl : duplicate documentation files / potentially conflicting","2017-04-02 16:53:31"
1259400,"Fedora","python-oslotest","Alan Pevec","CLOSED","RAWHIDE","Please update for python3 subpackage and bump version","2016-09-23 03:09:12"
1282136,"Fedora","python-oslo-sphinx","Alan Pevec","CLOSED","RAWHIDE","python-oslo-sphinx: nothing provides python2-oslo-sphinx","2016-05-20 10:12:30"
1301384,"Fedora","python-keystoneauth1","Alan Pevec","CLOSED","RAWHIDE","New upstream keystoneauth1-2.2.0 release","2016-06-27 09:37:37"
1309259,"Fedora","python-swiftclient","Alan Pevec","CLOSED","RAWHIDE","python-swiftclient: Provide a Python 3 subpackage","2016-07-12 19:53:32"
1309267,"Fedora","python-taskflow","Alan Pevec","CLOSED","RAWHIDE","python-taskflow: Provide a Python 3 subpackage","2016-07-31 18:20:24"
1309392,"Fedora","python-pysaml2","Alan Pevec","CLOSED","RAWHIDE","python-pysaml2: Provide a Python 3 subpackage","2016-06-30 03:38:45"
1307306,"Fedora","adobe-source-libraries","Alec Leamas","CLOSED","ERRATA","adobe-source-libraries: FTBFS in rawhide","2016-05-23 16:04:29"
1350750,"Fedora","lirc","Alec Leamas","CLOSED","ERRATA","systemd units for lirc have errors","2016-07-02 11:24:30"
1307530,"Fedora","gfal2-util","Alejandro Alvarez","CLOSED","RAWHIDE","gfal2-util: FTBFS in rawhide","2016-03-08 03:28:46"
1307317,"Fedora","anyterm","Alexander Boström","CLOSED","NEXTRELEASE","anyterm: FTBFS in rawhide","2016-03-07 14:37:32"
1255007,"Fedora","eclipse","Alexander Kurtakov","CLOSED","ERRATA","eclipse @wayland - windows (bottoms & right edges) seem trimmed","2016-10-24 16:23:50"
1272785,"Fedora","eclipse-tm-terminal","Alexander Kurtakov","CLOSED","RAWHIDE","Enable org.eclipse.tm.terminal.connector.serial.feature","2017-04-02 11:57:07"
1290784,"Fedora","eclipse","Alexander Kurtakov","CLOSED","NEXTRELEASE","[abrt] java-1.8.0-openjdk-headless: gdk_event_source_prepare(): java killed by SIGTRAP","2016-09-28 16:28:02"
1337401,"Fedora","eclipse","Alexander Kurtakov","CLOSED","CURRENTRELEASE","Underscores are not always displayed in eclipse when scaling factor of fonts is modified in gnome-tweak","2016-07-29 09:45:45"
1380438,"Fedora","eclipse","Alexander Kurtakov","CLOSED","ERRATA","java.lang.NoClassDefFoundError: jdk/nashorn/internal/runtime/ECMAException","2016-11-23 13:52:49"
1307729,"Fedora","liborigin","Alexander Ploumistos","CLOSED","CURRENTRELEASE","liborigin: FTBFS in rawhide","2016-07-26 17:49:58"
1357196,"Fedora","pulseview","Alex G.","CLOSED","ERRATA","[abrt] pulseview: sigrok::Driver::scan_options(): pulseview killed by SIGSEGV","2017-06-26 21:51:24"
1272124,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","CURRENTRELEASE","Change to network state should refresh software sources","2017-03-06 14:30:29"
1307063,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","RAWHIDE","TypeError: nothing connected to <bound method NetworkControlBox.on_device_added...","2017-03-01 10:50:47"
1309018,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","RAWHIDE","AttributeError: 'Expander' object has no attribute 'members'","2016-02-29 12:03:56"
1313957,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","ERRATA","anaconda prefers i686 PAE kernel to x86_64 for x86_64 install if it's available","2016-03-26 14:15:02"
1314092,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","RAWHIDE","f24 installation fails with 1GB ram","2016-04-22 09:31:28"
1319590,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","ERRATA","Fedora 24 Alpha 1.6 (Server - DVD): Can't close help window, once opened","2016-04-06 10:06:30"
1322194,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","NEXTRELEASE","[ja_JP] 'Help' button unlocalized","2016-03-31 12:46:41"
1323314,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","ERRATA","remove rich boolean Requires for now","2016-04-06 10:06:28"
1341090,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","CURRENTRELEASE","Blank help windows on anaconda for ppc64 f24 Beta1.6","2017-07-05 08:16:28"
1344863,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","ERRATA","AttributeError: 'Iso9660FS' object has no attribute 'partitions'","2016-09-13 05:27:41"
1349357,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","RAWHIDE","local variable 'e' referenced before assignment","2016-06-23 09:38:36"
1308179,"Fedora","tecnoballz","Andrea Musuruane","CLOSED","ERRATA","tecnoballz: FTBFS in rawhide","2016-03-31 16:30:12"
1352557,"Fedora","flobopuyo","Andrea Musuruane","CLOSED","ERRATA","flobopuyo segfaults","2016-07-27 16:53:07"
1380525,"Fedora","flobopuyo","Andrea Musuruane","CLOSED","ERRATA","[abrt] flobopuyo: PuyoGame::notifyReductions(): flobopuyo killed by SIGSEGV","2016-11-24 03:24:42"
1307792,"Fedora","ncmpc","Andreas Bierfert","CLOSED","RAWHIDE","ncmpc: FTBFS in rawhide","2017-03-28 08:50:44"
1367537,"Fedora","wine","Andreas Bierfert","CLOSED","ERRATA","wine package(s) missing 32-bit cups lib dependency","2016-12-03 21:23:29"
1385221,"Fedora","wine","Andreas Bierfert","CLOSED","CURRENTRELEASE","Clipboard doesn't work in Wine 1.9.19","2016-10-17 11:02:44"
1397847,"Fedora","wine","Andreas Bierfert","CLOSED","ERRATA","wine-desktop-1.9.23-1 requires wine-sysvinit","2016-12-04 00:25:04"
1323828,"Fedora","powerline","Andreas Schneider","CLOSED","ERRATA","python3 - vim - powerline issue?","2016-08-10 23:31:56"
1307342,"Fedora","barcode","Andreas Thienemann","CLOSED","NEXTRELEASE","barcode: FTBFS in rawhide","2016-03-07 15:12:54"
1307774,"Fedora","mingw-qpid-cpp","Andrew Beekhof","CLOSED","RAWHIDE","mingw-qpid-cpp: FTBFS in rawhide","2016-05-10 13:40:19"
1249083,"Fedora","java-1.8.0-openjdk","Andrew John Hughes","CLOSED","NEXTRELEASE","java SSL/TLS implementation: should follow the policies of system-wide crypto policy","2017-06-15 08:16:50"
1306405,"Fedora","python-sh","Andy Grover","CLOSED","ERRATA","Kill the entire process group when a command times out","2016-03-05 09:28:51"
1348953,"Fedora","fish","Andy Lutomirski","CLOSED","ERRATA","fish don't work with unicode char","2016-07-27 15:17:57"
1307287,"Fedora","OSGi-bundle-ant-task","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","OSGi-bundle-ant-task: FTBFS in rawhide","2016-03-26 14:17:39"
1307922,"Fedora","python-lazyarray","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","python-lazyarray: FTBFS in rawhide","2016-03-26 14:18:43"
1307936,"Fedora","python-pykalman","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","python-pykalman: FTBFS in rawhide","2016-03-26 14:18:49"
1314539,"Fedora","python-pykalman","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","python-pykalman - provides python2 subpackage","2016-03-26 14:18:52"
1367418,"Fedora","mpdas","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","update 0.4.1","2016-08-31 23:20:24"
