"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
1464570,"Fedora","python3","Charalampos Stratakis","CLOSED","ERRATA","ensurepip python3 package missing _bundled directory","2017-07-11 22:12:02"
1427359,"Fedora","iscsi-initiator-utils","Chris Leech","CLOSED","RAWHIDE","iSCSI Target discovery during Fedora Rawhide install fails with ""Cannot perform discovery. Initiatorname required.""","2017-03-03 18:39:19"
1422609,"Fedora","pylint","Christian Dersch","CLOSED","ERRATA","python3-pylint-gui doesn't contain __pycache__ files","2017-04-07 17:26:11"
1444737,"Fedora","qtermwidget","Christian Dersch","CLOSED","ERRATA","qtermwidget doesn't properly obsolete qtermwidget-qt5","2017-04-29 20:18:27"
1451076,"Fedora","python-astroid","Christian Dersch","CLOSED","ERRATA","[abrt] python3-pylint: resolve(): __init__.py:854:resolve:pkg_resources.DistributionNotFound: The 'astroid>=1.5.1' distribution was not found and is required by pylint","2017-06-09 14:57:04"
1411810,"Fedora","freeipa","Christian Heimes","CLOSED","ERRATA","ipa-replica-install fails with 406 Client Error: Key name ca/caSigningCert%20cert-pki-ca does not match subject ca/caSigningCert cert-pki-ca","2017-06-09 15:08:27"
1426737,"Fedora","custodia","Christian Heimes","CLOSED","ERRATA","custodia: Provide a Python 3 subpackage","2017-06-09 15:08:59"
1254784,"Fedora","gnome-boxes","Christophe Fergeau","CLOSED","ERRATA","[abrt] gnome-boxes: boxes_wizard_toolbar_set_title_for_page(): gnome-boxes killed by SIGSEGV","2017-06-16 13:49:23"
1462711,"Fedora","gnome-boxes","Christophe Fergeau","CLOSED","CURRENTRELEASE","cannot start VMs after upgrade from Fedora 25 to 26 Beta","2017-07-11 18:43:00"
1068561,"Fedora","thrift","Christopher Tubbs","CLOSED","ERRATA","thrift: Switch to java-headless (build)requires","2017-04-01 13:04:27"
1377642,"Fedora","thrift","Christopher Tubbs","CLOSED","ERRATA","Manpage of thrift is only a template with no useful content","2017-04-01 13:04:46"
1390149,"Fedora","gromacs","Christoph Junghans","CLOSED","CURRENTRELEASE","[gromacs] CpuInfoTest.SupportLevel fails","2017-06-08 17:07:01"
1423548,"Fedora","espresso","Christoph Junghans","CLOSED","ERRATA","espresso: FTBFS in rawhide","2017-03-03 16:49:41"
1422603,"Fedora","mock","Clark Williams","CLOSED","NEXTRELEASE","mock and its subpackages don't include __pycache__","2017-02-28 12:51:18"
1456421,"Fedora","mock","Clark Williams","CLOSED","ERRATA","Cannot build packages in epel-6 with mock-1.14 due to new chroot","2017-07-10 08:58:19"
1423791,"Fedora","jogl2","Clément DAVID","CLOSED","RAWHIDE","jogl2: FTBFS in rawhide","2017-03-12 14:34:33"
1285033,"Fedora","dbus","Colin Walters","CLOSED","ERRATA","file /etc/dbus-1/system.d is not owned by any package","2017-04-25 13:22:43"
1318547,"Fedora","rpm-ostree","Colin Walters","CLOSED","ERRATA","Can't use shared volume mounts with docker 1.10","2017-03-02 22:49:04"
1381357,"Fedora","rpm-ostree","Colin Walters","CLOSED","ERRATA","rpm-ostree fails to allocate 2147483648 bytes of ram sometimes","2017-05-04 09:30:13"
1423962,"Fedora","mozjs17","Colin Walters","CLOSED","ERRATA","mozjs17: FTBFS in rawhide","2017-06-09 15:28:13"
1425107,"Fedora","dbus","Colin Walters","CLOSED","RAWHIDE","Invalid read of size 4 in function _dbus_atomic_get.","2017-03-02 05:21:39"
1431400,"Fedora","rpm-ostree","Colin Walters","CLOSED","ERRATA","ostrees are not building in f26","2017-03-13 21:40:32"
1433174,"Fedora","rpm-ostree","Colin Walters","CLOSED","ERRATA","f26 rpm-ostree doesn't work with new content in nsswitch.conf","2017-03-20 18:20:08"
1436750,"Fedora","ostree","Colin Walters","CLOSED","ERRATA","'ostree admin unlock' mounts an overlay with the incorrect SELinux label","2017-06-09 15:01:00"
1451914,"Fedora","gjs","Colin Walters","CLOSED","ERRATA","[abrt] gnome-shell: GjsMaybeOwned<JS::Value>::trace(): gnome-shell killed by signal 6","2017-06-18 19:55:09"
1465284,"Fedora","rpm-ostree-toolbox","Colin Walters","CLOSED","ERRATA","broken dependency for rpm-ostree-toolbox in Fedora 26 - depends on docker on ppc64","2017-07-06 18:50:38"
1419328,"Fedora","irc-otr","Conrad Meyer","CLOSED","ERRATA","Please build an EL7 release","2017-03-05 00:48:40"
1251018,"Fedora","p11-kit","Daiki Ueno","CLOSED","CURRENTRELEASE","p11-kit: unsupported attributes in PKCS #11 URLs (rfc7512)","2017-05-02 09:44:07"
1271501,"Fedora","p11-kit","Daiki Ueno","CLOSED","CURRENTRELEASE","p11-kit utilizes libffi which cannot be used without executable+writable memory","2017-05-02 09:47:26"
1445212,"Fedora","p11-kit","Daiki Ueno","CLOSED","ERRATA","trust anchor --remove stopped working","2017-06-16 13:49:17"
1230500,"Fedora","smp_utils","Dan Horák","CLOSED","RAWHIDE","Requires on glibc-headers should be removed.","2017-03-09 04:19:23"
1412548,"Fedora","libdmtx","Dan Horák","CLOSED","ERRATA","libdmtx is FTBFS","2017-04-06 03:48:48"
1423846,"Fedora","libdmtx","Dan Horák","CLOSED","ERRATA","libdmtx: FTBFS in rawhide","2017-04-06 03:48:20"
1424020,"Fedora","openhpi","Dan Horák","CLOSED","RAWHIDE","openhpi: FTBFS in rawhide","2017-03-02 09:29:34"
1468446,"Fedora","s390utils","Dan Horák","CLOSED","CURRENTRELEASE","util-linux-2.30-1 introduces man page file chmem.8.gz which conflicts with s390utils-base package man page chmem.8.gz","2017-07-10 09:25:26"
1373199,"Fedora","sudo","Daniel Kopeček","CLOSED","CURRENTRELEASE","sudo fails to report error correctly when exec fails","2017-04-20 07:07:35"
1424312,"Fedora","usbguard","Daniel Kopeček","CLOSED","CURRENTRELEASE","usbguard: FTBFS in rawhide","2017-03-02 04:56:34"
1371877,"Fedora","dolphin","Daniel Vrátil","CLOSED","ERRATA","Dolphin's Baloo UI cannot associate multiple tags to a file","2017-04-05 22:46:37"
1413866,"Fedora","compiler-rt","Dave Airlie","CLOSED","NEXTRELEASE","compiler-rt package doesn't have proper naming","2017-04-06 20:44:39"
1423898,"Fedora","lldb","Dave Airlie","CLOSED","ERRATA","lldb: FTBFS in rawhide","2017-04-06 20:41:48"
1425598,"Fedora","clang","Dave Airlie","CLOSED","ERRATA","Bump clang to 3.9.1","2017-03-14 13:22:47"
1457429,"Fedora","lldb","Dave Airlie","CLOSED","ERRATA","Can not be installed","2017-06-11 12:16:09"
1448115,"Fedora","crash","Dave Anderson","CLOSED","ERRATA","crash: invalid structure size: tnt with newer fc26 4.10-based kernels","2017-05-09 17:23:28"
1424128,"Fedora","python-breathe","Dave Johansen","CLOSED","ERRATA","python-breathe: FTBFS in rawhide","2017-05-05 09:33:19"
1424107,"Fedora","procenv","Dave Love","CLOSED","RAWHIDE","procenv: FTBFS in rawhide","2017-03-02 06:32:01"
1423289,"Fedora","cachefilesd","David Howells","CLOSED","ERRATA","cachefilesd: FTBFS in rawhide","2017-04-01 13:13:19"
1406688,"Fedora","gmp","David Kaspar [Dee'Kej]","CLOSED","RAWHIDE","gmp: not linked with BIND_NOW","2017-02-28 12:20:53"
1424082,"Fedora","tcsh","David Kaspar [Dee'Kej]","CLOSED","RAWHIDE","tcsh: FTBFS in rawhide","2017-02-28 13:59:37"
1425859,"Fedora","openvpn","David Sommerseth","CLOSED","ERRATA","Can't connect to VPN after upgrade","2017-04-01 13:28:45"
1435831,"Fedora","openvpn","David Sommerseth","CLOSED","ERRATA","openvpn@.service uses --daemon and --writepid","2017-04-08 19:20:34"
1440468,"Fedora","openvpn","David Sommerseth","CLOSED","ERRATA","OpenVPN 2.4 in F26 lacks --pkcs12 support when built against mbed TLS","2017-05-14 16:21:13"
1443749,"Fedora","openvpn","David Sommerseth","CLOSED","ERRATA","No MD5 support available","2017-05-14 16:21:23"
1408706,"Fedora","audacity","David Timms","CLOSED","ERRATA","audacity mp3 import.","2017-04-03 18:53:51"
1423191,"Fedora","audacity","David Timms","CLOSED","ERRATA","audacity: FTBFS in rawhide","2017-04-03 18:53:45"
1258818,"Fedora","gtk3","Debarshi Ray","CLOSED","ERRATA","Many apps crash in gdk_event_source_prepare when logging out of GNOME","2017-06-09 15:12:03"
1380966,"Fedora","empathy","Debarshi Ray","CLOSED","ERRATA","Package metadata for Empathy (and others) list the wrong URL.","2017-03-15 14:24:09"
1387521,"Fedora","xchat","Debarshi Ray","CLOSED","ERRATA","Port to OpenSSL 1.1.0","2017-07-07 18:59:35"
1404285,"Fedora","tracker","Debarshi Ray","CLOSED","ERRATA","TrackerDirectConnection crashes from sqlite3DbMallocRawNN","2017-07-14 17:37:56"
1423327,"Fedora","devhelp","Debarshi Ray","CLOSED","NEXTRELEASE","devhelp: FTBFS in rawhide","2017-06-14 13:44:59"
1423332,"Fedora","dleyna-server","Debarshi Ray","CLOSED","RAWHIDE","dleyna-server: FTBFS in rawhide","2017-03-03 12:13:22"
1423210,"Fedora","airinv","Denis Arnaud","CLOSED","RAWHIDE","airinv: FTBFS in rawhide","2017-06-17 00:12:56"
1423211,"Fedora","airrac","Denis Arnaud","CLOSED","RAWHIDE","airrac: FTBFS in rawhide","2017-02-28 11:01:17"
1423212,"Fedora","airtsp","Denis Arnaud","CLOSED","RAWHIDE","airtsp: FTBFS in rawhide","2017-06-17 00:13:25"
1423845,"Fedora","libdkimpp","Denis Fateyev","CLOSED","ERRATA","libdkimpp: FTBFS in rawhide","2017-04-01 13:24:37"
1433459,"Fedora","fedora-release","Dennis Gilmore","CLOSED","ERRATA","long boot times - selinux denials causes cloud-init to take a long time","2017-06-09 15:01:09"
1466675,"Fedora","fedora-repos","Dennis Gilmore","CLOSED","ERRATA","updates-testing is still enabled","2017-07-06 18:51:55"
1466908,"Fedora","fedora-release","Dennis Gilmore","CLOSED","ERRATA","Fedora 26 Final build of fedora-release needed","2017-07-06 18:52:03"
1423247,"Fedora","btbuilder","Dennis Payne","CLOSED","CURRENTRELEASE","btbuilder: FTBFS in rawhide","2017-04-07 11:30:09"
1423687,"Fedora","grass","Devrim GÜNDÜZ","CLOSED","NEXTRELEASE","grass: FTBFS in rawhide","2017-06-27 02:56:45"
1423792,"Fedora","jpf","Ding-Yi Chen","CLOSED","CURRENTRELEASE","jpf: FTBFS in rawhide","2017-03-14 03:58:12"
1370883,"Fedora","fossil","Divya Cote","CLOSED","ERRATA","version 1.35 of fossil is available","2017-05-04 09:30:21"
1423574,"Fedora","fossil","Divya Cote","CLOSED","ERRATA","fossil: FTBFS in rawhide","2017-05-04 09:30:17"
1423801,"Fedora","kaudiocreator","Dmitrij S. Kryzhevich","CLOSED","RAWHIDE","kaudiocreator: FTBFS in rawhide","2017-03-06 02:04:18"
1424242,"Fedora","rasmol","Dmitrij S. Kryzhevich","CLOSED","ERRATA","rasmol: FTBFS in rawhide","2017-03-22 22:34:04"
1427300,"Fedora","openigtlink","Dmitry Mikhirev","CLOSED","ERRATA","[openigtlink] test failure on ppc64","2017-04-01 13:13:42"
1440710,"Fedora","puppet","Dominic Cleal","CLOSED","ERRATA","monkey_patches.rb:104:in `<class:SSLContext>': undefined method `<<' for nil:NilClass (NoMethodError)","2017-06-09 15:08:17"
1443673,"Fedora","puppet","Dominic Cleal","CLOSED","ERRATA","Puppet agent fails in monkey_patches.rb and loading xmlrpc/client in F26","2017-06-09 15:08:10"
1433188,"Fedora","geany-plugins","Dominic Hopf","CLOSED","ERRATA","Upgrade path broken for F-25 -> 26 with -markdown subpackage","2017-04-01 13:14:51"
1046968,"Fedora","inn","Dominik 'Rathann' Mierzejewski","CLOSED","CURRENTRELEASE","Lengthy boot delay due to innd-expire.service","2017-07-03 05:52:48"
1365851,"Fedora","python-matplotlib","Dominik 'Rathann' Mierzejewski","CLOSED","ERRATA","python-matplotlib is failing in tests on aarch64","2017-04-16 10:38:20"
1385915,"Fedora","gl2ps","Dominik 'Rathann' Mierzejewski","CLOSED","ERRATA","Package current svn snapshot of 1.4.0","2017-04-25 17:33:51"
1424167,"Fedora","python-MDAnalysis","Dominik 'Rathann' Mierzejewski","CLOSED","ERRATA","python-MDAnalysis: testsuite failures while building in rawhide","2017-07-07 19:06:50"
1361988,"Fedora","bluez","Don Zickus","CLOSED","CURRENTRELEASE","bluez should install /usr/bin/btattach (and man page)","2017-05-16 10:11:20"
1423738,"Fedora","imgbased","Douglas Schilling Landgraf","CLOSED","CURRENTRELEASE","imgbased: FTBFS in rawhide","2017-03-13 14:03:26"
1423819,"Fedora","kompose","Dusty Mabe","CLOSED","ERRATA","kompose: FTBFS in rawhide","2017-03-16 18:21:49"
1375794,"Fedora","icaro","Eduardo Echeverria","CLOSED","ERRATA","icaro must not depend on webkitgtk","2017-06-25 03:19:10"
1423624,"Fedora","gnome-documents","Elad Alfassa","CLOSED","RAWHIDE","gnome-documents: FTBFS in rawhide","2017-03-06 17:06:48"
1423283,"Fedora","bugzilla","Emmanuel Seyman","CLOSED","ERRATA","bugzilla: FTBFS in rawhide","2017-04-25 17:33:38"
1424555,"Fedora","xfsdump","Eric Sandeen","CLOSED","ERRATA","xfsdump: FTBFS in rawhide","2017-06-14 23:01:46"
1441428,"Fedora","python-enum34","Eric Smith","CLOSED","ERRATA","Update to upstream release","2017-06-17 15:43:48"
1310391,"Fedora","nomacs","Eugene A. Pivnev","CLOSED","RAWHIDE","nomacs included problematic content.","2017-03-20 14:56:21"
