"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
1374276,"Fedora","file-roller","Matthias Clasen","NEW"," ---","CVE-2016-7162 file-roller: Path traversal vulnerability when opening crafted archive [fedora-all]","2016-09-08 07:43:58"
1378896,"Fedora","gdk-pixbuf2","Matthias Clasen","NEW"," ---","CVE-2015-7552 gdk-pixbuf2: gdk-pixbuf: Heap-based buffer overflow in the gdk_pixbuf_flip function [fedora-all]","2016-09-23 09:19:00"
1374210,"Fedora","mod_cluster","Michal Karm Babacek","NEW"," ---","CVE-2016-3110 mod_cluster: remotely Segfault Apache http server [fedora-all]","2016-09-08 07:16:14"
1350482,"Fedora","libical","Milan Crha","NEW"," ---","CVE-2016-5825 CVE-2016-5826 CVE-2016-5827 libical: Multiple heap over-read vulnerabilities [fedora-all]","2017-04-27 14:18:05"
1375121,"Fedora","libical","Milan Crha","NEW"," ---","CVE-2016-5824 CVE-2016-9584 libical: various flaws [fedora-all]","2017-04-27 13:17:52"
1352080,"Fedora","binutils","Nick Clifton","NEW"," ---","CVE-2016-6131 binutils: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:28:03"
1361494,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2016-6491 ImageMagick: Out-of-bounds read in CopyMagickMemory [fedora-all]","2017-01-26 05:29:50"
1364358,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2016-6520 ImageMagick: Buffer overflow in enhance.c [fedora-all]","2016-08-05 03:49:45"
1378790,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2014-9907 CVE-2015-8957 CVE-2015-8958 CVE-2015-8959 CVE-2016-6823 CVE-2016-7101 CVE-2016-7513 CVE-2016-7514 CVE-2016-7515 CVE-2016-7516 CVE-2016-7517 CVE-2016-7518 CVE-2016-7519 CVE-2016-7520 CVE-2016-7521 ... ImageMagick: various flaws [fedora-all]","2017-05-16 05:41:26"
1380429,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","ImageMagick: Hang when supplying file ending with colon to identify [fedora-all]","2016-09-29 10:53:01"
1381145,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2016-7799 CVE-2016-7906 CVE-2016-8677 CVE-2016-8678 CVE-2016-8862 CVE-2016-8866 CVE-2016-9298 ImageMagick: various flaws [fedora-all]","2016-11-15 09:11:25"
1389192,"Fedora","tar","Pavel Raiskup","NEW"," ---","CVE-2016-6321 tar: Bypassing the extract path name [fedora-all]","2016-10-27 03:22:00"
1395129,"Fedora","mingw-gstreamer","Paweł Forysiuk","NEW"," ---","CVE-2016-9447 mingw-gstreamer: gstreamer: Lack of ROM size checking when mapping into 6502 memory and bank switching [fedora-all]","2016-11-21 02:05:53"
1395770,"Fedora","mingw-gstreamer","Paweł Forysiuk","NEW"," ---","mingw-gstreamer: gstreamer: Integer overflow when allocating render buffer in vmnc decoder [fedora-all]","2016-11-16 10:56:51"
1395771,"Fedora","mingw-gstreamer1","Paweł Forysiuk","NEW"," ---","mingw-gstreamer1: gstreamer: Integer overflow when allocating render buffer in vmnc decoder [fedora-all]","2016-11-16 10:57:00"
1397625,"Fedora","mingw-icu","Paweł Forysiuk","NEW"," ---","mingw-icu: icu: stack-based buffer overflow in uloc_getDisplayName [fedora-all]","2016-11-22 20:35:46"
1448339,"Fedora","rabbitmq-server","Peter Lemenkov","NEW"," ---","CVE-2017-4965 CVE-2017-4966 CVE-2017-4967 rabbitmq-server: various flaws [fedora-24]","2017-05-05 04:56:14"
1354710,"Fedora","php","Remi Collet","NEW"," ---","CVE-2016-6161 php: gd: Global out-of-bounds read when encoding gif from malformed gd2 input [fedora-all]","2016-07-11 22:07:33"
1380452,"Fedora","php","Remi Collet","NEW"," ---","CVE-2016-7568 gd, php: Integer overflow in gdImageWebpCtx [fedora-all]","2016-09-29 12:04:12"
1391014,"Fedora","php","Remi Collet","NEW"," ---","CVE-2016-9138 php: Use after free in unserialize() via DateInterval::__wakeup() [fedora-all]","2016-11-02 07:51:52"
1353522,"Fedora","mingw-librsvg2","Richard Hughes","NEW"," ---","CVE-2016-6163 mingw-librsvg2: librsvg2: Out-of-bounds read when processing crafted SVG file [fedora-all]","2016-07-07 07:35:39"
1364440,"Fedora","mingw-fontconfig","Richard W.M. Jones","NEW"," ---","CVE-2016-5384 mingw-fontconfig: fontconfig: Possible double free due to insufficiently validated cache files [fedora-all]","2016-08-05 07:04:39"
1367344,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-2182 mingw-openssl: openssl: Out-of-bounds write caused by unchecked errors in BN_bn2dec() [fedora-all]","2016-08-16 04:55:33"
1369115,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-2181 mingw-openssl: openssl: DTLS replay protection bypass via sending large sequence number [fedora-all]","2016-08-22 09:53:25"
1369506,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-2179 mingw-openssl: openssl: DoS attack by filling up the queue for future messages [fedora-all]","2016-08-23 11:12:07"
1369860,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-6302 mingw-openssl: openssl: Insufficient ticket sanity checks [fedora-all]","2016-08-24 10:39:59"
1384429,"Fedora","mingw-libxml2","Richard W.M. Jones","NEW"," ---","CVE-2016-4658 mingw-libxml2: libxml2: Use after free via namespace node in XPointer ranges [fedora-all]","2016-10-13 05:23:44"
1384555,"Fedora","mingw-cairo","Richard W.M. Jones","NEW"," ---","mingw-cairo: cairo: Out of bounds read in read_png/write_png in cairo-png.c [fedora-all]","2016-10-13 10:20:47"
1388726,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-8610 mingw-openssl: SSL/TLS libraries: Malformed plain-text ALERT packets could cause remote DoS [fedora-all]","2016-10-25 23:34:41"
1388743,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-2183 mingw-openssl: SSL/TLS: Birthday attack against 64-bit block ciphers (SWEET32) [fedora-all]","2016-10-26 01:08:13"
1390852,"Fedora","mingw-libgcrypt","Richard W.M. Jones","NEW"," ---","CVE-2016-6313 mingw-libgcrypt: libgcrypt: PRNG output is predictable [fedora-all]","2016-11-02 02:12:21"
1395611,"Fedora","mingw-libxml2","Richard W.M. Jones","NEW"," ---","CVE-2016-9318 mingw-libxml2: libxml2: XML External Entity vulnerability [fedora-all]","2016-11-16 04:52:40"
1399169,"Fedora","mingw-jasper","Richard W.M. Jones","NEW"," ---","CVE-2016-8654 mingw-jasper: jasper: Heap-based buffer overflow in QMFB code in JPC codec [fedora-all]","2016-11-28 08:31:48"
1390234,"Fedora","openjpeg2","Sandro Mani","NEW"," ---","CVE-2016-9112 CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 openjpeg2: Multiple security issues [fedora-all]","2016-10-31 11:40:16"
1390235,"Fedora","mingw-openjpeg2","Sandro Mani","NEW"," ---","CVE-2016-9112 CVE-2016-9113 CVE-2016-9114 CVE-2016-9115 CVE-2016-9116 CVE-2016-9117 CVE-2016-9118 mingw-openjpeg2: openjpeg2: Multiple security issues [fedora-all]","2016-10-31 11:41:03"
1359838,"Fedora","xmlrpc-epi","Shawn Starr","NEW"," ---","CVE-2016-6296 xmlrpc-epi: php: Heap buffer overflow vulnerability in simplestring_addn in simplestring.c [fedora-all]","2016-07-25 10:10:33"
1178963,"Fedora","libevent","Steve Dickson","NEW"," ---","CVE-2014-6272 CVE-2015-6525 libevent: potential heap overflow in buffer/bufferevent APIs [fedora-all]","2016-11-24 06:24:14"
1390112,"Fedora","monit","Stewart Adam","NEW"," ---","CVE-2016-7067 monit: CSRF in Monit Service Manager [fedora-all]","2016-10-31 04:39:50"
1385512,"Fedora","potrace","Susi Lehtola","NEW"," ---","CVE-2016-8685 CVE-2016-8686 CVE-2016-8694 CVE-2016-8695 CVE-2016-8696 CVE-2016-8697 CVE-2016-8698 CVE-2016-8699 CVE-2016-8700 CVE-2016-8701 CVE-2016-8702 CVE-2016-8703 CVE-2017-7263 potrace: Multiple security issues [fedora-all]","2017-03-27 11:07:48"
1381952,"Fedora","rubygem-bundler","Vít Ondruch","NEW"," ---","CVE-2016-7954 rubygem-bundler: Code execution via gem name collision in bundler [fedora-all]","2016-10-05 08:20:02"
1381796,"Fedora","libbluray","Xavier Bachelot","NEW"," ---","libbluray: libbluray (MountManager): Directory traversal when expanding certain JAR files [fedora-all]","2016-10-05 00:46:32"
1372118,"Fedora","resteasy","Ade Lee","NEW"," ---","CVE-2016-6345 RESTEasy: Insufficient use of random values in RESTEasy async jobs could lead to loss of data confidentiality [fedora-all]","2016-08-31 20:32:22"
1372130,"Fedora","resteasy","Ade Lee","NEW"," ---","CVE-2016-6348 RESTEasy: Use of JacksonJsonpInterceptor in RESTEasy can lead to Cross Site Script Inclusion attack [fedora-all]","2016-08-31 21:27:44"
1349669,"Fedora","openstack-neutron","Alan Pevec","NEW"," ---","CVE-2015-8914 CVE-2016-5362 CVE-2016-5363 openstack-neutron: various flaws [fedora-all]","2016-06-23 19:48:06"
1390108,"Fedora","openstack-glance","Alan Pevec","NEW"," ---","CVE-2016-8611 openstack-glance: Glance Image service v1 and v2 api image-create vulnerability [fedora-all]","2016-10-31 04:35:02"
1388779,"Fedora","libxslt","Daniel Veillard","NEW"," ---","CVE-2016-4738 libxslt: Heap overread due to an empty decimal-separator [fedora-all]","2016-10-26 03:56:05"
1352440,"Fedora","mingw-sqlite","Erik van Pienbroek","NEW"," ---","CVE-2016-6153 mingw-sqlite: sqlite: Tempdir selection vulnerability [fedora-all]","2016-07-11 11:41:09"
1350491,"Fedora","thunderbird","Gecko Maintainer","NEW"," ---","CVE-2016-5823 thunderbird: libical: Segmentation fault on crafted file [fedora-all]","2016-06-27 11:06:06"
1340387,"Fedora","tika","gil cattaneo","NEW"," ---","CVE-2016-4434 tika: XML External Entity vulnerability [fedora-all]","2017-02-14 11:58:01"
1197799,"Fedora","glibc","glibc team","NEW"," ---","CVE-2015-8985 glibc: potential denial of service in pop_fail_stack() [fedora-all]","2017-02-15 04:08:52"
1374734,"Fedora","asterisk","Jared Smith","NEW"," ---","CVE-2016-7551 asterisk: RTP Resource Exhaustion [fedora-all]","2016-09-26 04:13:59"
1388780,"Fedora","mingw-libxslt","Kalev Lember","NEW"," ---","CVE-2016-4738 mingw-libxslt: libxslt: Heap overread due to an empty decimal-separator [fedora-all]","2017-01-05 16:11:07"
1396175,"Fedora","ansible","Kevin Fenzi","NEW"," ---","CVE-2016-8647 Ansible: in some circumstances the mysql_user module may fail to correctly change a password [fedora-all]","2016-11-17 11:50:06"
1352439,"Fedora","sqlite2","Luis Bazan","NEW"," ---","CVE-2016-6153 sqlite2: sqlite: Tempdir selection vulnerability [fedora-all]","2016-07-04 03:47:47"
1350492,"Fedora","libical","Milan Crha","NEW"," ---","CVE-2016-5823 libical: Segmentation fault on crafted file [fedora-all]","2017-04-27 13:47:10"
1376697,"Fedora","cryptopp","nucleo","NEW"," ---","CVE-2016-7420 cryptopp: Library documentation lacks treatment of -DNDEBUG and Static Initialization [fedora-all]","2016-11-28 10:42:56"
1370890,"Fedora","ovirt-engine","Orphan Owner","NEW"," ---","CVE-2016-6338 ovirt-engine: ovirt-engine-webadmin log out must logout all sessions [fedora-all]","2016-08-27 22:07:18"
1356901,"Fedora","pmount","Pavel Alexeev","NEW"," ---","pmount: Improper input validation resulting into arbitrary mount [fedora-all]","2016-07-15 05:02:24"
1361578,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2016-5010 ImageMagick: Out-of-bounds read when processing crafted tiff file [fedora-all]","2017-01-26 05:32:40"
1360341,"Fedora","mingw-icu","Paweł Forysiuk","NEW"," ---","CVE-2016-6293 mingw-icu: icu: Out-of-bounds access in uloc_acceptLanguageFromHTTP [fedora-all]","2016-07-26 08:50:01"
1397066,"Fedora","mingw-gstreamer","Paweł Forysiuk","NEW"," ---","CVE-2016-9446 mingw-gstreamer: gstreamer: Missing initialization of allocated heap memory leads to information leak [fedora-all]","2016-11-21 09:15:51"
1397067,"Fedora","mingw-gstreamer1","Paweł Forysiuk","NEW"," ---","CVE-2016-9446 mingw-gstreamer1: gstreamer: Missing initialization of allocated heap memory leads to information leak [fedora-all]","2016-11-21 09:16:01"
1370014,"Fedora","php","Remi Collet","NEW"," ---","CVE-2016-6128 php: gd: Invalid color index not properly handled [fedora-all]","2016-08-25 00:17:47"
1359617,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-2180 mingw-openssl: OpenSSL: OOB read in TS_OBJ_print_bio() [fedora-all]","2016-07-25 02:53:46"
1349443,"Fedora","rpcbind","Steve Dickson","NEW"," ---","rpcbind: rpcinfo strcat buffer overflow in rpcbdump() [fedora-all]","2016-06-23 09:08:53"
1353904,"Fedora","springframework","gil cattaneo","ASSIGNED"," ---","CVE-2016-5007 springframework: spring: Path matching inconsistency [fedora-all]","2016-08-13 07:18:09"
1353905,"Fedora","springframework-security","gil cattaneo","ASSIGNED"," ---","CVE-2016-5007 springframework-security: spring: Path matching inconsistency [fedora-all]","2016-08-13 07:17:52"
1360290,"Fedora","rubygem-jquery-ui-rails","Pavel Valena","ASSIGNED"," ---","CVE-2016-7103 rubygem-jquery-ui-rails: jquery-ui: cross-site scripting in dialog closeText [fedora-all]","2016-10-11 13:10:12"
1357411,"Fedora","kf5-karchive","Daniel Vrátil","MODIFIED"," ---","CVE-2016-6232 kf5-karchive: Extraction of tar files possible to arbitrary system locations [fedora-all]","2016-07-23 16:49:14"
